,Filename,Questions,Interviewerin,Arzt
29,37_Noch mal Thema Kinder_ Zwei neue Studien.pdf,"Und natürlich geht es im Moment ganz viel um die Frage: Wie geht es weiter mit Schule und Kindergarten? Es geht um eine Auswertung aus Ihrem Institut an der Charité zu der Frage: Wie hoch ist die Viruskonzentration bei infizierten Kindern im Vergleich mit Erwachsenen, beziehungsweise alle Altersgruppen miteinander verglichen? Aber die symptomatischen sind eigentlich meistens schon sehr in der Überzahl.WER KRANK IST, HAT NICHT IMMER MEHR VIRUS IM RACHENKorinna HennigDas heißt aber: Es ist genau diese Schwierigkeit, weil der Anteil asymptomatischer Menschen unter Kindern wahrscheinlich im Vergleich zu Erwachsenen besonders hoch ist, so dass man diese Ergebnisse womöglich nur begrenzt oder gar nicht übertragen kann? Eine Frage, die Sie jetzt korrekterweise aufwerfen, ist: Können wir eigentlich sagen, wir haben hier variable Verhältnisse von Symptomatischen und Asymptomatischen, wahrscheinlich sogar auch in den Altersgruppen? Können wir denn eigentlich sagen, dass jemand, der symptomatisch ist, nicht in Wirklichkeit mehr Virus hat als jemand, der asymptomatisch ist? Wir haben nämlich nicht immer direkt in den Labordaten geschaut: Was ist das für ein Patient? Was hat er für eine Diagnose? Diese Studie fokussiert auf die Kinder und fragt: Was ist jetzt mit Kindergarten und Schulen? Können Kinder wirklich das Virus von sich geben?",KORINNA HENNIG,CHRISTIAN DROSTEN
30,38_Geöffnete Schulen bleiben ein Risiko.pdf,"Wie bewerten Sie die Zahlen? Hat das Ihre Ergebnisse bestätigt?Also die Politik fragt die Wissenschaft oft: Könnt ihr uns einen Beweis dafür liefern, dass–? Nämlich wenn man jetzt alles betrachtet, das ganze Thema Kind und Betreuung, wo müssen und können wir jetzt als Erstes öffnen? Wie gehen wir jetzt mit den Großeltern um? Können wir jetzt die Großeltern gar nicht mehr sehen? Warum führen wir nicht ein, dass beispielsweise Familien, deren Kinder in der Kita-Notbetreuung sind, alle zwei Wochen ein Recht zu haben, einen PCR-Test zu kriegen, damit man mal wieder auch die Großeltern besuchen kann? Hören Sie sich so etwas an mit Kollegen und können Sie sich darüber vielleicht freuen?",KORINNA HENNIG,CHRISTIAN DROSTEN
31,39_Welche Chancen neue Tests bieten.pdf,"Herr Drosten Œ wie ist es Ihnen ergangen nach den Neuigkeiten von gestern? Also die Idee: Können Antikörper von Genesenen anderen Patienten nützen? Sind die Hoffnungen berechtigt? Wir wollen heute einen Blick nach vorn werfen und fragen: Was für Mittel müssen, können, sollten nun eingesetzt werden, um möglichst früh Infektionen aufzuspüren? Jetzt, da Macht es denn Sinn, zum Beispiel in den Einrichtungen, die jetzt langsam wieder öffnen, zu testen? Was ist denn mit Speicheltests? Das Unternehmen selbst sagt, dieser Test ist so sächlich was Besonderes?",KORINNA HENNIG,CHRISTIAN DROSTEN
32,3_Es ist nicht schwarz-weiß.pdf,"Wie gefährlich ist das Coronavirus? Oder auch: Wie tödlich wirkt das Coronavirus? Wenn sie solche Schlagzeilen lesen Œ was denken Sie da? Kommunizieren wir noch angemessen?Zum Beispiel welche Zahl? Uns erreichen viele Fragen, wie zum Beispiel: Kann man das Virus im Gefrierschrank abtöten? Was nützt Desinfektionsmittel? Soll ich noch ins Fitnessstudio gehen? Muss ich da alle Griffe abwischen? Heißt das, sie gehen davon aus, das Virus ist gekommen, um zu bleiben und um zu mutieren Œ und dann möglicherweise auch mehr schwerere Erkrankungsfälle zu erzeugen?Wie groß ist da die Gefahr der Mutation? Oder mutiert das Virus bereits? Was ist dazu zu sagen? Sind die nicht immun?Wie ist das denn mit der Ansteckungsgefahr? Wie hoch muss die Viruslast sein, damit ein Patient noch oderschon ansteckend ist?Findet denn so eine mögliche Ansteckung bereits sehr früh statt? Gibt es asymptomatische Patienten? Gibt es Patienten, die komplett ohne Symptome ansteckend sind? Was sagen Sie aus epidemiologischer Sicht zu den Infektionsketten, die jetzt zuletzt in Deutschland oder auch den einzeln Infektionen aufgetreten sind? Kommen Sie da voran?Lässt sich denn theoretisch trotzdem alles, auch wenn man es nicht entdeckt, bis nach China zurückführen, also aus einer Zoonose? Was wissen wir denn über genesene Patienten bereits? Wie lange dauert so eine Erkrankung? Macht diese Diskussion Sinn?",KORINNA HENNIG,CHRISTIAN DROSTEN
33,40_Jetzt ist Alltagsverstand gefragt.pdf,"Wer hätte das noch vor ein paar Wochen gedacht? Wir reden hier von etwas ganz anderem?Also ein gutes Werkzeug für den Laien wäre zum Beispiel zu gucken, welches Fachgebiet hat jemand, der sich äußert? Oder welches hatte er? Ich erfinde jetzt mal was: Helfen Erdbeeren gegen das Coronavirus? Vielleicht können wir noch einmal eine genaue Definition geben: Von welchen Begriffen reden wir hier? Kann das aber auch nicht innerhalb des Raumes das Aerosol von einem Tisch zum nächsten wehen?Eine der großen Fragen, die wir ausgehend von der Frage der Lockerungen, zum Beispiel der Restaurantbesuche, immer wieder thematisieren, ist: Was passiert nun? Gibt es einen deutlichen Anstieg bei der Zahl der Neuinfektionen schon jetzt mit den Effekten des Sommers? Wie wirken sich die Lockerung aus? Ist das schon ein Grund für gesteigerte Nervosität? Gibt die Sequenzierung, also die Untersuchung des Erbguts, da tatsächlich Hinweise? Sieht man das? Und wenn ja, ist diese Ähnlichkeit vielleicht sogar auch normal?Weil man solche Ähnlichkeiten ohnehin hat oder weil man es nicht sieht?Wir reden jetzt schon eine ganze Weile, aber das Thema Mutationen würde ich gerne noch zu Ende bringen, weil es auch eine neue Studie von Forschern aus den USA und aus Großbritannien gibt, die vielleicht für uns Normalmenschen interessant ist Œ im Hinblick auf die Frage: Verändert das Virus tatsächlich irgendwann doch seine Eigenschaften? Wird es bedeutsam für Übertragungswege, für krankmachendes Potenzial und für die Immunabwehr? Vielleicht können Sie uns diese Studie vorstellen und einordnen.Auch bezogen tatsächlich genau auf Übertragungswege, Pathogenität, also krankmachendes Potenzial?Das heißt, es könnte aber um die Frage des Ansteckungspotenzials zum Beispiel gehen?Aber für uns Normalbürger ist es doch streng genommen am Ende egal, ob es zufällig entstanden ist oder nicht, wenn sich diese Variante hier schon stark verbreitet hat.Und die Sorge größer.Ist aber die Frage der Immunabwehr eine, die da auch noch offen ist?",KORINNA HENNIG,CHRISTIAN DROSTEN
34,41_Der Tanz mit dem Tiger.pdf,"Wenn wir aber über die Wiedereröffnung der Grenzen sprechen und gesprochen haben, gestern und heute, ist das ein plausibler Schritt aus Ihrer Sicht?Aber auch global, oder sagen wir mal europäisch betrachtet: Sind wir jetzt schon so weit, dass es eigentlich, weil das Virus überall unterwegs ist, schon fast egal ist, wo man sich aufhält? Das heißt, der Unterschied wäre nicht groß, ob ich 0,75 oder 0,4 habe, bezogen auf die Totenzahlen?In der gesamten Tourismus- und Wirtschaftsfrage, auch für den Einzelnen, geht es ja aber auch um die Vorstellung davon: Wo wird das Virus eigentlich besonders oft übertragen? Gibt es da jetzt Forschungsansätze? Gibt es da Anfangserkenntnisse, vielleicht auch zum präventiven Einsatz, um schwere Komplikationen zu verhindern?",KORINNA HENNIG,CHRISTIAN DROSTEN
35,42_Bei der Schweinegrippe kam alles anders.pdf,"Trotzdem mal virologisch betrachtet: Wie groß ist die Wahrscheinlichkeit, dass ein Virus über das Fleisch im Supermarkt ankommt?Also anders als man normalerweise bei Hygiene denkt, Kühlung für Lebensmittel immer gut, in dem Fall wirkt es sich kontraproduktiv aus, möglicherweise zumindest, was die Übertragung von Mensch zu Mensch angeht.Immer wieder flammt auch die Debatte um die Frage rund um das Virus auf: Wie eng ist der Zusammenhang zwischen der Zahl der Verstorbenen in einer Region und dem Virus? Also werden die Zahlen zu hoch oder zu niedrig eingeschätzt? Beziehungsweise hängt die Todesursache tatsächlich mit einer SARS-2-Infektion zusammen? Kann man solche Zahlen vorsichtig zu einem Land wie Deutschland ins Verhältnis setzen?Man sollte möglicherweise mehr die Aufmerksamkeit auch auf andere Länder richten, solange die Infektionszahlen hier sich in einem geringen Niveau bewegen?Ist es denn so, oder besteht zu vermuten, dass in den Ländern des globalen Südens dieser klimatische Effekt nicht wirklich viel bringt? Hat man sich damals verschätzt bei der Schweinegrippe?Ab 65.Was kann eine Erklärung dafür sein, dass das damals so anders war, also dass viel mehr jüngere Leute von schweren Verläufen betroffen waren? War das ein Kommunikationsproblem? Wenn wir jetzt aber abschließend dieses gesamte Schweinegrippe-Thema nochmal auf unsere jetzige Situation beziehen: Die Sorge um Adjuvantien, resultierend aus der Berichterstattung damals, ist das eine, die Sie entkräften können aus Ihrer Sicht? Spielt das eine Rolle bei der Coronavirus-Impfstoffentwicklung?Halten Sie es für denkbar, dass wir eine überraschende Kreuzimmunität wie die im Zusammenhang mit H1N1 auch beim Coronavirus erleben könnten? Oder gibt es irgendeinen anderen blinder Fleck, den die Wissenschaft jetzt noch hat?",KORINNA HENNIG,CHRISTIAN DROSTEN
36,43_Das Leben nach draußen verlagern.pdf,"Korinna Hennig Wie weiter mit den Schulen und Kindergärten? Gibt es Instrumente in der Forschung und Möglichkeiten zur Anwendung dieser Instrumente, die uns erlauben, ein bisschen mehr lockerzulassen? Wie bewerten Sie das? Macht das überhaupt Sinn, weil wir doch viel mehr auf das Aerosol und die Tröpfcheninfektion gucken müssen nach allem, was wir bisher wissen, als auf Schmier-, Kontaktinfektion über die Hände? Wie schätzen Sie das ein? Wie sehr werden zum Beispiel auch Kinder im Haushalt infiziert, vielleicht durch die Mutter, die von einer Dienstreise nach Hause gekommen ist und das Virus mitgebracht hat? Wissen wir beim Thema Kinder etwas darüber, aus diesen Studien zum Beispiel, wie sich das mit dem Alter der Kinder verhält?",KORINNA HENNIG,CHRISTIAN DROSTEN
37,44_Die rote Murmel kontrollieren.pdf,"Was ist unter diesen Bedingungen zu tun? Was ist möglich, um den Tiger zu bändigen, die Epidemie im Zaum zu halten? Verteilt sich das Virus gleichmäßig oder ganz ungleichmäßig? Also hat jemand viele Kontakte oder ist er gleichzeitig in vielen Gruppen aktiv? Ein gutes Beispiel für Journalismus.Generelle heißt also für alle eine kontaktreduzierende Maßnahme? Zum Beispiel die Verhinderung von Menschenansammlungen, Teilgeschäftsschließungen– Ist das realistisch, diese Maske mit zum Beispiel diesen 30 Prozent gleichzusetzen? Das heißt, Sie können es nachverfolgen über die Erbgutanalyse?Aus Hongkong.Wie kann das sein? Weil die Übertragung unmittelbar schon gleichzeitig läuft? Morgen gibt es eine neue Folge zu dem Thema: Woher kommt das Virus eigentlich? Ich bin Korinna Hennig und sage alles Gute, bis Dienstag.QUELLENWhy do some COVID-19 patients infect many others, whereas most don™t spread the virus at all?",KORINNA HENNIG,CHRISTIAN DROSTEN
38,45_Abstandsgebot auch draußen ernst nehmen.pdf,"Wird das nach Ihrer Einschätzung schon genug gemacht, also Pflegepersonal gezielt und regelmäßig durchzutesten?Ist das denn immer richtig gut nachvollziehbar? Ist genug bekannt über diese Symptomatiken? Ist jetzt das Abstandhalten noch relevant, wo die Neuinfektionszahlen doch vergleichsweise niedrig sind? Wenn Sie aus rein virologischer Sicht darauf blicken und mal den ökonomischen Faktor, der ja ganz wichtig ist, außen vor lassen: Stimmt Sie das bedenklich? Wissen Sie was darüber, was dort besser gelaufen ist? Was haben die anders gemacht? Könnte das ein Weg sein, Infektionen nicht zu verhindern, aber schwere Verläufe abzumildern, bis ein Impfstoff da ist? Wie bewerten Sie die Debatte um Human Challenge Trials?",KORINNA HENNIG,CHRISTIAN DROSTEN
39,46_Viruslast-Studie durch Update bestätigt.pdf,"Es ging im Kern um die Frage: Welche Rolle spielen Kinder im Infektionsgeschehen? Können sie das Virus mehr als Erwachsene verbreiten, weniger oder ähnlich? Herr Drosten: Zunächst allgemein gefragt Œ um ein bisschen Sachlichkeit in die Debatte zu bringen Œ inwiefern kann man das überhaupt voneinander trennen? Warum zwei unterschiedliche? Können wir im Ergebnis sagen: Bei dem einen Gerät, das ein bisschen früher zum Einsatz kam, da gibt es weniger Unterschiede zwischen Kindern und Erwachsenen in der Viruslast? Wo ist eigentlich jetzt der Detailunterschied, außer auf einer linguistischen Ebene?Also die Unterscheidung zwischen —Ergebnisﬁ und —Was machen wir mit dem Ergebnisﬁ? Kann man das so sagen?Korinna Hennig Wenn wir jetzt aber mal gucken, was das —so what?ﬁ ist und es im Moment darum geht: Sollen wir die Schulen eingeschränkt öffnen? Herr Drosten, abschließend eine kurze Frage mit Rückblick auf Ihre Viruslaststudie und diese große Debatte, die da losgetreten wurde: Waren Sie vielleicht doch zu voreilig, zu schnell mit der Veröffentlichung der Daten?",KORINNA HENNIG,CHRISTIAN DROSTEN
40,47_Mutationen können auch Hoffnung bieten.pdf,"Umso wichtiger also einmal mehr die Frage: Was gibt es noch herauszufinden zur Übertragbarkeit des Virus? Korinna Hennig  Kann man jetzt daraus aber den Schluss ziehen, dass man über die Nase womöglich leichter infiziert wird als über den Rachen? Korinna Hennig  Heißt das, wir können daraus auch für unser Präventionsverhalten etwas ableiten? Und sind für die Behandlung im Krankheitsverlauf möglicherweise auch Erkenntnisse ableitbar? Also kann man vielleicht gucken, ob man schwere Verläufe verhindern kann Œ auf dem Weg, den das Virus durch die Nase in die Lunge nimmt? Verschluckt, strenggenommen? Über den Schleim? So ein bisschen wie es für Asthma-Patienten ja auch Kortisonspray gibt? Verschiedene Infektionsherde, die mehrfach auf einen einwirken können, das führt uns auch zu dem Thema: Was für Varianten des Virus sind mittlerweile eigentlich unterwegs? Und was macht das mit uns? Kann man das ganz grob so überschreiben, dass diese Forschergruppe vor allem die Bandbreite des Virus untersucht hat? Und zwar nicht nur Varianten in verschiedenen Patienten, sondern auch mit Augenmerk darauf, ob und warum verschieden mutierte Virenstämme sich innerhalb einzelner Patienten sogar befinden? Auch in verschiedenen Patienten? Ist das etwas, das Sie überrascht? Warum? Korinna Hennig  Das müsste doch eigentlich toll sein aus Sicht des Virologen, wenn man so ein Genom sequenziert, zu sagen: Ich kann hier geografische Zuordnungen machen, den Weg des Virus nachvollziehen.Korinna Hennig  Genau.Korinna Hennig  Also sie haben sich zweimal an zwei verschiedenen Infizierten angesteckt? Korinna Hennig  Was sagt uns das? Wenn es nun so verschiedene Varianten gibt, die offenbar gleichberechtigt nebeneinander weiter existieren, ist das eine gute Nachricht aus unserer Sicht? Korinna Hennig  Eine schlechte Nachricht?Korinna Hennig  Das heißt, das Virus optimiert sich auf mehreren Ebenen? Also kann das Virus immer weiter überleben?",KORINNA HENNIG,CHRISTIAN DROSTEN
41,48_There is glory in prevention.pdf,"Was geht, was geht nicht, in diesem Stadium der Pandemie? Und was haben die Maßnahmen tatsächlich in Europa gebracht? Dass die Immunantwort mit der Blutgruppe zusammenhängen kann, ist grundsätzlich keine ganz überraschende Erkenntnis, oder?Korinna Hennig 4.000 insgesamt.Bei der Blutgruppe A positiv also eine um 50 Prozent gesteigerte Häufigkeit im Vergleich zu 1, kann man das so sagen?Was können wir aus so einem Ergebnis ableiten? Für die Forschung ist es ja in jedem Fall interessant, aber als Individualpatient? Da muss ich mir aber nicht verschärft Sorgen machen? Das ist ja nur ein Baustein.Da sind Sie fein raus, könnte man denken.Das heißt, wenn die Zahlen jetzt ja gerade beherrschbar sind, könnte man in der klinischen Begutachtung, bei jemandem, der am Anfang des Verlaufs steht, Risikofaktoren zusammenfügen und sagen: Hier muss man mal früher Medikamente geben? Hängt es womöglich vom Alter und von der Schwere der Erkrankung ab, ob und welche Antikörper gebildet werden? Dann dauert es ein bisschen länger, bis die IgGs und IgAs kommen.In den normalen Antikörpertests werden die IgAs aber nicht getestet?Also nur IgA-Antikörper gebildet haben? Nun gibt es zwei Studien, die in Nature veröffentlicht wurden, in denen man versucht, auszumessen: Was haben die Maßnahmen eigentlich genützt? Warum dieser Ansatz? Für wie realistisch halten Sie das? Bestätigt das das, was Sie gesagt haben? Aber auch das Infektionsgeschehen gibt uns die Chance, hier an der Informationsfront ein bisschen herunter zu fahren, oder?",KORINNA HENNIG,CHRISTIAN DROSTEN
42,49_Es liegt in unserer Hand.pdf,"Da geht es einmal mehr um die Frage, wie infektiös sind Kinder und Erwachsene? Haben Sie sie schon geladen? Und dann laden Sie sie sich auch? Wie schätzen Sie das ein? Lohnt es sich bei den aktuell niedrigen Infektionszahlen auch wenn da nicht so viele mitmachen? Also, zum Beispiel nur jeder Zehnte? Geht es da um das Andocken? Welche Rolle spielt da dieses Neuropilin-1?Kann sich das als Erkenntnis auf die Medikamentenforschung auswirken? Also dass man sich überlegt, wie man diese Interaktion stören kann? Könnten künstlich erzeugte Antikörper eine Rolle  spielen? Sondern soweit möglich gucken: Welche Maßnahmen sind nötig, um einen relativ normalen Schulbetrieb zu organisieren? Einerseits für die Empfänglichkeit des Virus und andererseits für die Frage: Wie ansteckend ist ein infiziertes Kind im Vergleich zu Erwachsenen? Was könnte die Erklärung  sein? Eine Kreuzimmunität bei diesen ein- bis vierjährigen Kindern wegen anderer Erkältungs viren?Und die Kinder sind nur eine Zusatzerkenntnis?",KORINNA HENNIG,CHRISTIAN DROSTEN
